Codigo,Modelo,Descripcion,Cant.
601010050180073,J0076,ACEITE PARA MASAJES 240 ML TRANQ.,2.000
601030010130005,J0079,BURBUJAS DE BAÑO 173 ML ARMONÍA,2.000
601030010200005,J0079,BURBUJAS DE BAÑO 520 ML ARMONÍA,2.000
601030010130028,J0079,BURBUJAS DE BAÑO 173 ML FELICIDAD,1.000
601030010130065,J0079,BURBUJAS DE BAÑO 173 ML SERENIDAD,1.000
601030010200065,J0079,BURBUJAS DE BAÑO 520 ML SERENIDAD,1.000
601030010130073,J0079,BURBUJAS DE BAÑO 173 ML TRANQ.,1.000
601030010200073,J0079,BURBUJAS DE BAÑO 520 ML TRANQ.,1.000
601040010140073,J0086,COLONIA 180 ML TRANQ.,8.000
601040010040073,J0086,COLONIA 10 ML TRANQ.,6.000
601040010040065,J0086,COLONIA 10 ML SERENIDAD,10.000
601040010040028,J0086,COLONIA 10 ML FELICIDAD,6.000
601020020160005,J0102,CREMA HUMECTANTE 190 GR ARMONÍA,1.000
601020020070065,J0102,CREMA HUMECTANTE 30 ML SERENIDAD,4.000
601020020070073,J0102,CREMA HUMECTANTE 30 ML TRANQ.,5.000
601020020070028,J0102,CREMA HUMECTANTE 30 ML FELICIDAD,2.000
601080040170003,J0116,EXFOLIANTE JABONOSO 220 ML AMOR,1.000
601080040080008,J0116,EXFOLIANTE JABONOSO 34 ML BAMBOO,3.000
601080040080023,J0116,EXFOLIANTE JABONOSO 34 ML DURAZNO MANZANA,3.000
601080040080031,J0116,EXFOLIANTE JABONOSO 34 ML HIERBA LUISA,2.000
601080040080047,J0116,EXFOLIANTE JABONOSO 34 ML MARACUYA,1.000
601080040120047,J0116,EXFOLIANTE JABONOSO 120 ML MARACUYA,2.000
601080040170028,J0116,EXFOLIANTE JABONOSO 220 ML FELICIDAD,3.000
601080040170073,J0116,EXFOLIANTE JABONOSO 220 ML TRANQ.,2.000
601080110360003,J0123,EXFOLIANTE OLEOSO 200 GR AMOR,1.000
601080110360065,J0123,EXFOLIANTE OLEOSO 200 GR SERENIDAD,1.000
601080110360073,J0123,EXFOLIANTE OLEOSO 200 GR TRANQ.,1.000
601090010090073,J0129,GEL ANTIBACTERIAL 35 ML TRANQ.,2.000
601090010090065,J0129,GEL ANTIBACTERIAL 35 ML SERENIDAD,2.000
601100030300037,J0132,JABON DE LA ABUELA 100 GR LIMA LAVANDA,2.000
601100040370008,J0133,JABON ESPUMOSO ROSTRO 50 ML BAMBOO,3.000
601100040150031,J0133,JABON ESPUMOSO ROSTRO 200 ML HIERBA LUISA,2.000
601100040150067,J0133,JABON ESPUMOSO ROSTRO 200 ML TE VERDE,2.000
601100100320063,J0139,JABON HERBAL 180 GR RUDA,3.000
601100290300017,J0158,JABON OLIVA 100 GR CHOCOLATE,2.000
601100290300035,J0158,JABON OLIVA 100 GR LAVANDA,2.000
604010040000000,J0190,KIT BURBUJA,1.000
604010140000000,J0200,KIT TIARE,1.000
604010020000000,J0188,KIT BARRILITO,1.000
604010190000000,J0236,KIT ORQUIDEA BLANCA,1.000
604010030000000,J0189,KIT BOTANICO,1.000
601160010000000,J0241,BLEND BABY FACE,2.000
604010240000065,J0267,KIT ZEN RENOVADO SERENIDAD,2.000
603010200000000,J0286,KIT CUARZOS,1.000
604010300000000,J0353,KIT BUDA LIMPIADOR DE ENERGIAS,2.000
602027060500000,J0326,SPRAY AROMATIZADOR TRANQUILIDAD 60 ML,8.000
602027050500000,J0325,SPRAY AROMATIZADOR SERENIDAD 60 ML,8.000
602027070500000,J0327,SPRAY AROMATIZADOR ENERGÍA 60 ML,5.000
602027090500000,J0329,SPRAY AROMATIZADOR FELICIDAD 60 ML,6.000
602027100210086,J0360,SPRAY AROMATIZADOR PREMIUM 550 ML ALPHA,5.000
602027100210087,J0360,SPRAY AROMATIZADOR PREMIUM 550 ML MARINE,6.000
