"id","name","list_price"
5487,"ACIDO MURIATICO",1
3603,"ACIGIB 10% (CJA X10 und.)",1
288,"ACOPLE DE MANGUERA 425 435",1
4577,"acre",1
175,"ACROBAT 1 KG",107
4553,"ACRONIS 1 L",1
4346,"ACRONIS ST 35X0.2L",1
1164,"a cta de marcelino silvera",1
1043,"a cta deudas x clientes",1
1041,"A CTA SUELDO ",1
2306,"ACTUALIZACION DE UBL 2.1",1
5720,"A CUENTA DE FERNANDO",1
4674,"A CUENTA DE LLANTAS",1
1320,"A CUENTA DE VACACIONES ",1
4595,"A CUENTA DE VANER",0
1380,"A CUENTA FAMILIAR CORRESPONDIENTE A ENERO",1
1326,"A CUENTA FAMILIAR Y FALTANTES DICIEMBRE 2017",1
6148,"A CUENTA PERSONAL",1
6175,"ADAPTADOR 1"" P/R PVC PAVCO",1
3923,"ADAPTADOR 3/4",1
5383,"ADAPTADOR 3/4 A/CALIENTE",1
5388,"ADAPTADOR 3/4 A/FRIA",1
5341,"ADAPTADOR CPVC A/ CALIENTE 1/2"" PAVCO",1
2738,"ADAPTADOR DE 1""",1
3727,"ADAPTADOR  DE 1/2 AGUA C""",1
3482,"ADAPTADOR DE 1/2"" SAP PSVCO",1
5597,"ADAPTADOR DE BRIDAS PVC DN 150-160mm INC/PERNOS",1
5689,"ADAPTADOR DE BRONCE ",1
3313,"ADAPTADOR PARA SOLDAR SAP 1/2 PAVCO",1
3850,"ADAPTADOR PVC 1/2 PAVCO",1
5379,"ADAPTADOR PVC UPR 3/4 ACOLPLE C/P AZUL/NEGRO FITSA",1
3067,"ADAPTADOR UNION UNIVERSAL DE 1/2 PAVCO",0
4107,"ADBLUE 10 LITROS",1
4108,"ADBLUE 20 LITROS",1
3162,"AD BLUE 20LT",1
4374,"AD BLUE UREA",1
1269,"ADELANTO",0
3149,"ADELANTO DE DISEÑO Y CONSTRUCCION DE POZO",0
4954,"ADELANTO DE HONORARIOS PACTADOS",1
5254,"ADELANTO DEL 50% POR EL DESARROLLO DE UNA PAGINA WEB PARA PROYECTO INMOBILIARIO ""LA TORRE""",1
5797,"ADELANTO DEL CINCUENTA POR CIENTO POR SERVICIOS DE EJECUCION DEL EXPEDIENTE 00258-2018-0-0302- JP-CI-02 SOBRE OBLIGACION DE DAR SUMA DE DINERO SEGUIDO ANTE EL SEGUNDO JUZGADO DE PAZ LETRADO DE ANDAHUAYLAS",1
1910,"ADELANTO  DE MONEDA PARA SALIDA DE CAMPO",0
1990,"ADELANTO DE SUELDO  ",1
1634,"ADELANTO DE SUELDO DE JUNIO 2018",0
5964,"ADELANTO DE TRABAJOS DE ALBAÑILERÍA Y TARRAJEO DE TRAGALUCES",1
6164,"ADELANTO DE TRABAJOS DE INSTALACIÓN DE ROCOCHO EN LA ENTRADA Y ALMACÉN DE DRYWAL",1
5955,"ADELANTO DE TRABAJOS DE PINTURA Y TARRAJEO DE TRAGALUCES",1
5986,"ADELANTO DE TRANAJOS DE PINTURA",1
4632,"ADELANTO PARA INSTALACIONES ELECTRICAS",1
4070,"ADELANTO POR COMPRA DE UNIDAD CAMION VOLVO",1
5933,"ADELANTO POR HONORARIOS DE PINTURA Y TARRAJEO",1
6007,"ADELANTO POR LA VENTA DE UN ASCENSOR",1
4586,"ADELANTO POR REALIZACION DE ESPECIALIDAD DE DESAGUE",1
6154,"ADELANTO POR TRABAJOS DE DRYWALL, CERÁMICOS Y PINTURA",1
6031,"ADELANTO POR TRABAJOS DE PINTURA DRYWALL",1
6069,"ADELANTO POR TRABAJOS DE PINTURA E INSTALACIÓN DE CERÁMICOS",1
5947,"ADELANTO POR TRABAJOS DE PINTURA Y TARRAJEO DE TRAGALUCES",1
4633,"ADELANTO POT TRALIZACION DE ESPECIALIDAD DE DESAGUE",1
5441,"ADEX FORMADOR DE EMPAQUETADURA",1
1114,"ADHERCROP X LT",1
662,"ADHERSIL X 1/2 LT",1
3833,"ADITIVO ACELERANTE DE FRAGUA",1
3204,"ADITIVO DESMOLDANTE",1
186,"AFFLY 1/2 LT",1
187,"AFFLY 1/4 LT",1
184,"AFFLY 1 LT",1
5419,"AFIDON 1 LT",1
657,"AFLY X 1/4 LT			",1
658,"AFUNGIL X 1/2 LT			",1
655,"AFUNGIL X 1/4			",1
5111,"AFUNGIL X 1LT",1
643,"AGRAL LT			",18
2433,"AGROE",1
189,"AGROSTEMIN 1/2 LT",1
190,"AGROSTEMIN 1/4 LT",1
188,"AGROSTEMIN 1 LT",1
5623,"AGROSTEMIN GROW X 1L",1
1939,"AGROSTRE",1
4120,"AGUA X 7 LT",1
2281,"AGUA Y DESAGUA",1
1180,"AGUA Y DESAGUE",0
4672,"AIRBLUE UREA AUTOMOTRIZ",1
5120,"AJUSTE DE VALOR POR ASUNCION  VOLVO PE",1
2228,"alambbre",1
1045,"alambre",1
1382,"ALAM,BRE",1
1039,"ALAMBRE 16",1
907,"ALAMBRE 8",1
5856,"	ALAMBRE BC REC #16 G 100LB (45.35KG) EXP",1
3050,"ALAMBRE COCIDO #16",1
3068,"ALAMBRE COCIDO #16 MICOTRANS",1
3073,"ALAMBRE COCIDO #8 MICOTRANS",1
2082,"ALAMBREE",1
1601,"ALAMBRE GALVANIZADO N16",1
792,"ALAMBRE GALVANIZADO Nº 8",6
4388,"ALAMBRE N",1
1682,"ALAMBRE N° 16",1
1684,"ALAMBRE N° 16 CONFER",1
18,"ALAMBRE N° 16 PRODAC",3.5
1683,"ALAMBRE N° 8 CONFER",1
17,"ALAMBRE N° 8 PRODAC",3.5
5644,"ALAMBRE Nª 16 SIDER PERU",1
2137,"ALAMBRE Nª 8 RODAC",1
5645,"	ALAMBRE Nª 8 SIDER PERU",1
4329,"ALAMBRE NEGRO Nº 16",1
4330,"ALAMBRE NEGRO Nº 8",1
5493,"ALAMBRE Nº 16",1
1491,"ALAMBRE NO 8",1
520,"ALAMBRE PUAS MOTTO X 200MT",0
519,"ALAMBRE PUAS SINCHI X 200MT",1
2232,"ALAMBRE PUAS SINCHI X50M",1
3033,"ALAMBRER",1
1789,"ALAMBRE RECOCIDO Nº 16",1
2939,"ALAMBRON",1
2527,"ALBATROS X 250 ML",1
2682,"ALCOHOL MEDICINAL",1
5304,"ALDAVA",1
659,"ALGAFOL 20 20 x 01 kg			",1
653,"ALGAFOL 32 10 x 01 kg.			",1
652,"ALGAFOL CA-B1/2 LT			",1
660,"ALGAFOL FOSFORO 4LT (galon)			",1
661,"ALGAFOL MULTIPLE X 01 LT 			",1
650,"ALGAFOL MULTIPLE X 1/2 LT			",1
641,"ALGAFOL NPK 11-8 -6 LT			",1
642,"ALGAFOL PAPA 10-55-10 KG			",15
1707,"ALGA PHOS X LT",1
6079,"ALGARIUM xLT)",1
1830,"ALGAS PHOS X LT",1
120,"ALGER 1/2 LT",50
4765,"ALGER 1/4 ",1
121,"ALGER 1/4 LT",26
4764,"ALGER 1L",1
119,"ALGER 1 LT",97
651,"ALGER X 1/4 LT			",1
2636,"ALICATE DE CORTE",1
2423,"ALIETTE X 1 KG",1
3607,"ALINEAMIENTO",1
2548,"ALLIET X KG",1
3177,"ALMANAQUES 2021 SERFI -SERCAM",1
5099,"ALMUERZO ",1
311,"ALOJAMIENTO DE MENBRANA 475",1
2218,"ALQAMBRE",1
1235,"ALQUILER",1
5948,"ALQUILER CORRESPONDIENTE AL MES DE AGOSTO 2024 SEGUN CONTRATO NOTARIAL",1
6202,"ALQUILER CORRESPONDIENTE AL MES DE DICIEMBRE 2024 SEGUN CONTRATO NOTARIAL",1
6273,"ALQUILER CORRESPONDIENTE AL MES DE ENERO 2025 SEGUN CONTRATO NOTARIAL",1
6327,"ALQUILER CORRESPONDIENTE AL MES DE FEBRERO 2025 SEGUN CONTRATO NOTARIAL",1
5906,"ALQUILER CORRESPONDIENTE AL MES DE JULIO 2024 SEGUN CONTRATO NOTARIAL",1
5861,"ALQUILER CORRESPONDIENTE AL MES DE JUNIO 2024 SEGUN CONTRATO NOTARIAL",1
5774,"ALQUILER CORRESPONDIENTE AL MES DE MAYO 2024 SEGUN CONTRATO NOTARIAL",1
6133,"ALQUILER CORRESPONDIENTE AL MES DE NOVIEMBRE 2024 SEGUN CONTRATO NOTARIAL",1
6070,"ALQUILER CORRESPONDIENTE AL MES DE OCTUBRE 2024 SEGUN CONTRATO NOTARIAL",0
6051,"ALQUILER CORRESPONDIENTE AL MES DE SETIEMBRE 2024 SEGUN CONTRATO NOTARIAL",1
5636,"ALQUILER DE ACROS DE METAL",1
5438,"ALQUILER DE BALDE HIDRAU",1
6045,"ALQUILER DE COCHERA CORRESPONDIENTE AL MES DE JULIO, AGOSTO Y SETIEMBRE DEL 2024",1
5891,"ALQUILER DE COCHERA CORRESPONDIENTE AL MES DE MAYO Y JUNIO 2024",0
5979,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE  AGOSTO",1
6234,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE DICIEMBRE",1
6301,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE ENERO ",1
5954,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE JULIO",1
6158,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE NOVIEMBRE",1
6110,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE OCTUBRE",1
6071,"ALQUILER DE COCHERA N° 16 PARA CAMIONETA AAZ911 MES DE SETIEMBRE ",1
5978,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE AGOSTO",1
6235,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE DICIEMBRE",1
6302,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE ENERO",1
5952,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE JULIO ",1
5888,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN-886 MES DE JUNIO",1
6159,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE NOVIEMBRE",1
6108,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE OCTUBRE",1
6072,"ALQUILER DE COCHERA N° 17 PARA CAMIONETA ALN886 MES DE SETIEMBRE",1
5977,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE AGOSTO",0
6236,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE DICIEMBRE",1
6303,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE ENERO",1
5953,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE JULIO",1
5887,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR-940 MES DE JUNIO",1
6160,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE NOVIEMBRE",1
6109,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE OCTUBRE",1
6073,"ALQUILER DE COCHERA N° 18 PARA CAMIONETA BRR940 MES DE SETIEMBRE",1
5855,"ALQUILER DE COCHERA x MES",1
5560,"ALQUILER DE MERCLADORA",1
5628,"ALUMINUM ALLOYS TILES",1
192,"AMALFI 1/2 KG",1
193,"AMALFI 200 GRS",1
191,"AMALFI KG",1
4767,"AMINOFARM 1/4",1
4766,"AMINOFARM 1L",1
2153,"AMINOGROW X 1/2 LT",0
1111,"AMINO GROW X LT",1
5787,"AMISTAR TOP 250 ML",1
1398,"AMISTAR TOP X LT",1
4009,"AMOLADORA ANGULAR 4-1/2 PROF-220V 800W",1
4481,"AMORTIG. CABINA DELANT C/BASE FH16",1
4486,"AMORTIG. CABINA POST ECHADO FM",1
4482,"AMORTIG. CABINA POST FM/FMX COSTADO",1
4121,"AMORTIGUADOR SUSPENSION",1
5369,"AMRTIGUADOR SUSPENSIO",1
3871,"ANDAMIOS METALICOS",1
1694,"ang-",1
1060,"ANG.",1
2745,"ANGORA 75 WG X 50 G",1
433,"ANG. PERIMETRAL CTK 1432 15/16X3.05M BL",1
68,"ANG. PERIMETRAL.CTK 15/16X3.05M BL,",6
637,"ANG.PERIMETRAL.CTK 15/16X3.05M BL",0
3547,"ANGULO 1.1/2X3/16X6M A36",1
3548,"ANGULO 38X2.5MMX6M A36",1
2176,"ANGULO DE ACERO 1 1/2 X 1 1/2 X 1/4 X 6M",0
1472,"ANGULO ESQUINERO 30X30",1
448,"ANGULO ESQUINERO X 0.30X3.00 GALV,",6
2627,"ANGULO PERIMETRAL DE FIERRO GALVANIZADO 15/16 in X 3.50 m - CONSTRUCTEK",0
923,"ANILL0 15",1
4547,"ANILLADO",1
903,"ANILLO 15",1
861,"ANILLO 20 (006228)",1
262,"ANILLO 425 456 457 475 435",1
265,"ANILLO 475",1
925,"ANILLO CUERPO DE VALVULA (62248)",1
862,"ANILLO DE 15 (0062212)",1
1196,"ANILLO DE BO",1
848,"ANILLO DE BOQUE (0062106)",1
882,"ANILLO DE CAMARA DE AIRE (0062291)",1
5686,"ANILLO DE CERA",1
849,"ANILLO DE FILTRO (0062115)",1
864,"ANILLO DE GARFIADO (0031356)",1
865,"ANILLO DE PIEZA RETECION (0062271)",1
880,"ANILLO DE PQ DE CILINDRO (0062139)",1
1369,"ANILLO GARFIADO 0031356",1
249,"ANILLO GARFIADO 425 475 435",1
2742,"ANILLO GAS",1
838,"ANILLO GRANDE DE CILINDRO (0062140)",1
837,"ANILLO GRANDE DE CLINDRO",1
255,"ANILLO JUNTA 425 455 475",1
1257,"ANILLO O",1
256,"ANILLO O 412 423 425 475 435 450",1
264,"ANILLO O 425 475 435",1
260,"ANILLO O 425 475 435 456 457",1
2875,"ANILLO PIEZA DE RETENCION 0062271",1
881,"ANILLO  PQ DE CILINDRO (0062139)",1
3433,"ANILLO PRESION",1
2012,"ANILLO TORICO",1
259,"ANILLO TORICO 425 435",1
258,"ANILLO TORICO 425 475 435",1
257,"ANILLO TORICO 435 425 456 475",1
261,"ANILLO TORICO 475 451",1
3382,"ANILLO TRICO (USAR VO 21559198)",1
854,"ANILLO TUBO ATOMIZADOR (0062258)",1
649,"ANIMO GROW  1/2 LT			",1
2147,"ANTEOJO",1
5062,"ANTICIPO POR REPARACION GENERAL DE CABINA",1
6230,"ANTICORROSIVO",1
645,"ANTRACOL X 400 GRS 			",1
2571,"ANTRACOL X KG",1
1271,"ANULACION DE FACTURA",0
1272,"ANULACION DE FACTURA Nº F-002/002",0
4715,"ANULACION DE SISTEMA UREA ADBLUE",1
4638,"ANULACION POR MODIFICACION DE PRECIOS",1
4636,"ANULACION POT HERROR EN EL MONTO",1
943,"ANULADO",0
4030,"APLICADOR SILICONA",1
3654,"APM ESTADO",1
4854,"APORTE MENSUAL",1
318,"APOYO 425 455 475",1
4588,"APOYO A FERIA DE PALTO CONVENIO SERFI",1
3116,"APOYO FLETE-CEM APU",1
3115,"APOYO FLETE-CEM SOL",1
936,"APU",1
2354,"APU X LT",0
1354,"ARANDELA 0030131",1
341,"ARANDELA 415 425",1
248,"ARANDELA 425 475 435 423 ",1
6022,"ARANDELA PLANA 1.2",1
6020,"ARANDELA PLANA 3.8",1
6021,"ARANDELA PRESION1.2",1
6019,"ARANDELA PRESION5.16",1
6018,"ARANDELA PRESIONM10",1
4834,"ARBITRIOS MUNICIPALES, 2019, 2020,2021,Y 2022",1
2052,"ARCHIVADORES",1
4307,"ARCO DE SIERRA",1
4308,"ARCO DE SIERRA HECHIZO",1
1081,"ARCO DE SIERRA STANLEY",1
2296,"ARCO JARDINERO",1
3131,"ARENA  ",1
1690,"ARENA AFIRMADO",1
3238,"ARENA CERNIDA",1
2414,"ARENA FINA ",1
1311,"ARENA GRUESA",0
1524,"ARENA HORMIGON",1
3044,"ARENA MAS CONFITILLO",1
1659,"ARENA RELLENO",1
5881,"ARENA SEMIORMIGON",1
4799,"ARMADO DE FONDO DE VIGAS, PARA EL TECHO ALIJERADO EN LA OBRA AV. PERU",1
4821,"ARMADO DE TECHO  ",1
4950,"ARMADO DE TECHO ALIGERADO DE SEGUNDO NIVEL EN AV. PERU",1
5050,"ARMADO DE TECHO TERCER PISO",1
1252,"ARO 13X22.5 EJE EUROPEO",0
3995,"ARO ACERO 8.25X22.5 EUROPEO 10H FIJACIO",1
5331,"ARPILLERA  ",1
1124,"ARRANCADOR DE MOTOBOMBA",1
1032,"ARREGL",0
1033,"ARREGLO",0
1902,"ARREGLO ADP-906",1
1904,"ARREGLO AJK-988",1
1905,"ARREGLO AJK-989",1
2684,"ARREGLO AXN-710",1
2769,"ARREGLO CAJA DE CAMBIOS ADP-90",1
1317,"ARREGLO D2K-781",0
2076,"ARREGLO D6R-987",1
5944,"ARREGLO DE BALANZA",1
2872,"ARREGLO DE BARANDA BEQ-797",1
3707,"ARREGLO DE CONECTORES CARDAN F9M-7646",0
3072,"ARREGLO DE SENSOR DE ACEITE AXM-949",1
2471,"ARREGLO DE TECLE ANDAHUAYLAS A ABANCAY ",1
2472,"ARREGLO DE TECLE ANDAHUAYLAS A ABANCAY MAS PASAJES",1
1903,"ARREGLO F9H-940",1
1248,"ARREGLO F9M-764",0
1183,"ARRENDAMIENTO",0
6038,"ARRENDAMIENTO FINANCIERO ",1
1112,"ARRIVO X 1/4 LT",1
3602,"ASENTADO DE UN MILLAR DE LADRILLO",1
1143,"ASESORIA",0
4079,"ASESORIA EXTERNA EN DEMOLICION",1
2392,"ASESORIA JURIDICA",1
5925,"ASESORIA LEGAL CASO PENAL- CHINCHEROS",1
5662,"ASESORIA TECNICA EN DECLARATORIA DE FABRICA E INDEPENDIZACION DE PREDIO URBANO",1
3513,"ASIENTO TREBOL ",1
1331,"ASISTENTE ADMINISTRATIVO",1
1322,"ASISTENTE CONTABLE",0
4,"astral 0.605x1.20",15
4167,"ASUNCION PARCIAL",1
910,"ATOMIZADORA 451 SOLO",0
2279,"ATOMIZADORA  MASTER 452 ",0
156,"ATOMIZADORA SOLO 423",2100
2270,"ATOMIZADORA SOLO 423 12 LT",1
2543,"ATOMIZADORA SOLO 423 DE 15 LT",0
2874,"ATOMIZADOR MASTER 452 15LT",1
1853,"ATTAA",1
647,"ATTACK 1/2 KG			",1
646,"ATTACK 1KG			",1
2442,"ATTACK 1KG263",1
2599,"ATTACK 1KG3",1
2600,"ATTACK 1KG36",1
194,"ATTACK 200 GRS",1
3324,"attak",1
2035,"AUTOPERFORANTE 14X5 CON CAPUCHON",1
5,"autoperforante 5p",1.5
5615,"AUTOPERFORANTE C/NEOPRENE 14 x 2 1/2",1
4591,"Autoperforante c/neoprene 14 x 3  ",1
4592,"Autoperforante c/neoprene 14 x 5",1
6005,"AUTOPERFORANTE P/BROCA ZINC. 1/4 X 1 1/2 C/ARAND.NEOP",1
6004,"AUTOPERFORANTE P/BROCA ZINC. 1/4 X 1 C/ARAND.NEOP",1
2015,"AUTOPERFORANTE P/BROCA ZINC. 1/4 X 3 C/ARAND. NEOP.",1
6171,"	AUTOPERFORANTE P/BROCA ZINC. 1/4 X 4 C/ARAND. NEOP. PRODAC",1
6170,"AUTOPERFORANTE P/BROCA ZINC. 1/4 X 4 C/ARAND. NEOP. PRODAC",1
1056,"AUTOPERFORANTE P/BROCA ZINC. 1/4 X 5 C/ARAND. NEOP.",0
4679,"AVANCE DE LA OBRA EN AV. PERU VACIADO DE PLACAS",1
4640,"AVANCE DE OBRA EN APERTURA DE ZANJA EN AV. PERU",0
4757,"AVANCE DE OBRA EN TERCER TRAMO VACIADO DE ZAPATAS PLACAS, COLUMNAS Y MUROS DE LADRILLO",1
4643,"AVANCE DE OBRA EN VASIADO DE FALSA ZAPATA Y ARMADO DE COLUMNA EN AV. PERU",1
4712,"AVANCE DE OBRA LA SEGUNDA PARTE DE ENCOFRADO DE COLUMNAS Y PLACAS Y ASENTADO DE LADRILLOS",1
4699,"AVANCE DE OBRA SEGUNDO TRAMO VACIADO DE ZAPATAS Y EMCOFRADO DE COLUMNAS",1
4849,"AVANCE DE SEGUNDO NIVEL ARMADO DE ACEROS O COLUMNAS",1
4850,"AVANCE DE SEGUNDO NIVEL ARMADO DE ACEROS O COLUMNAS.",1
4724,"AVANCE EN OBRA EN SEGUNDO TRAMO ENCOFRADO DE COLUMNAS Y PLACAS",1
5266,"AVANCE EN TABEQUERIAS DEL TERCER PISO DE LOS DEPARTAMENTOS 1 Y 2",1
3466,"AVCO 15.254 18.000 18.00 1 NIU 23037 C",1
5778,"AVISO DE SEGURIDAD",1
3756,"AZOBIN TOP 32.5SC X 250 ML",1
2235,"BADELEJO 5""",1
2234,"BADELEJO 6""",1
2233,"BADELEJO 7""",1
1082,"BADILEJO 8 KAMASA",1
2940,"BALANZA CON ACCESORIOS",1
4525,"BALANZA  DE 1000",1
1083,"BALANZA DE 300 KG.",1
1176,"BALD ECOMIN FILIGRAN SK 610 X 1220 X13MM",1
4297,"BALDE DE 18 Lt.",1
1949,"BALDE DE 20 LT",1
5707,"BALDE LATEX SATINADO CPP NEGRO",1
5936,"BALDE SELLADOR CPP X 4 GL.",1
5967,"BALDE SELLADOR FAST CPP X 5 G",1
5960,"BALDES LATEX ANIPSA BLANCO X 4 GL. ",1
5982,"BALDES LATEX CPP BLANCO HUMO X 4 GL",1
5959,"BALDES LATEX PATO CPP BLANCO X 4 GL. ",1
5981,"BALDES SELLADOR CPP X 4 GL",1
1812,"BALDE VACIO ADBLUE",5
35,"BALDOSA0.6X0.6",5
34,"BALDOSA ASTRAL 2X4X12(CJA 10)",11
434,"BALDOSA ASTRAL 2X4X12MM(CJX10)",1
2538,"BALDOSA COMETT",1
435,"BALDOSA CONSTRUC-TEK CAJA X 9",1
2628,"BALDOSA DE FIBROCEMENTO 4 mm X 60 cm X 60 cm - ETERNIT",0
2180,"BALDOSAS",1
37,"BALDOSA TEXTURADO 1.22X0.6",10
5627,"BALDOSA -VIDRIO C/U",1
977,"BALU",0
1225,"BALUM DE VIDEO",0
4655,"BAMECTIN X  250ML",1
4654,"BAMECTIN X LT ",1
4653,"BAMECTIN X LT Y 250ML",1
3782,"BANCO DE MEDIDOR CON LLAVE DE FUERZA",1
4747,"BANDERA CON ESCUDO",1
4856,"BARANDA DE ACERO INOXIDABLE",1
3994,"BARANDAS METALICAS",1
371,"BARAS DE PULV. (120CM) 4 TOB",1
388,"BARRA DE PULVERIZ (60CM) 425 475 422",1
6085,"BARRERA INFRARROJA",1
4299,"BARRETAS DE 1 X 1.80m EXAGONAL",1
4554,"BASAGRAN 1 L",1
663,"BAS ALGAE 1LT			",1
2792,"BASE IMPORTADO",1
6213,"BASE NEGRO PARA DICROICOS",1
5626,"BASE PLAST C/U",1
2317,"BASFOLIAR FLORACION X KG",1
2316,"BASFOLIAR VERDE X KG",0
3340,"BASTA L",1
3684,"BASTON DE LUZ",1
4282,"BATERIA 12V",1
3089,"BATERIA 15M99 ENERJET",1
5565,"BATERIA 27 PLACAS AXN-7",1
4021,"BATERIA ETNA 23 PLACAS INVERTIDA ADP-906",1
6032,"BATERIA PARA MOTOR 2.4 AH",1
3290,"BATERIA TOSHIBA",1
5515,"BAYFOLAN  11-8-6",1
4441,"BAYFOLAN 11-8-6",1
3245,"BAYFOLAN ACTIVADOR",1
4442,"BAYFOLAN ALGE",1
4440,"BAYFOLAN POWER LT",1
2424,"BAYFOLAN X 1 LT",1
2284,"BAZUKA X 1 LT",1
4933,"BBA DE AGUA MOTOR D13 ",1
4485,"BBA EMBRAG P/ALTA FM/FMX480/520",1
4934,"BBIN EMBRAG/BAJA VT2014 EURO 6 ULTIMO",1
6130,"BBVA RECAUDO",1
2570,"BELLIS KG",1
3952,"BENDIX ",1
2595,"BENGAL X 1KG.",0
1157,"BENIFAR X 1/2 LT",0
1156,"BENIZAR X LT",0
